corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
1,high_099,client,81,62,um well definitely not in my family life because my parents don't really condone okay alcohol use but friendships I mean when I'm hanging out with my friends that were at a party or something there's usually alcohol involved okay,184,149,but friendships I mean when I'm hanging out with my friends that were at a party or something,N,N
1,high_099,client,81,62,um well definitely not in my family life because my parents don't really condone okay alcohol use but friendships I mean when I'm hanging out with my friends that were at a party or something there's usually alcohol involved okay,185,150,there's usually alcohol involved okay,N,N
1,high_099,counsellor,82,63,so from your family perspective the drinking is not something that fits very well yeah and with friends you feel like it's easier to hang out with alcohol or maybe you wouldn't have as much fun or your friends wouldn't like you as much,186,151,so from your family perspective the drinking is not something that fits very well yeah,SRL,SR
1,high_099,counsellor,82,63,so from your family perspective the drinking is not something that fits very well yeah and with friends you feel like it's easier to hang out with alcohol or maybe you wouldn't have as much fun or your friends wouldn't like you as much,187,152,and with friends you feel like it's easier to hang out with alcohol,SRL,SR
1,high_099,counsellor,82,63,so from your family perspective the drinking is not something that fits very well yeah and with friends you feel like it's easier to hang out with alcohol or maybe you wouldn't have as much fun or your friends wouldn't like you as much,188,153,or maybe you wouldn't have as much fun,CRL,CR
1,high_099,counsellor,82,63,so from your family perspective the drinking is not something that fits very well yeah and with friends you feel like it's easier to hang out with alcohol or maybe you wouldn't have as much fun or your friends wouldn't like you as much,189,154,or your friends wouldn't like you as much,CRL,CR
1,high_099,client,83,64,I guess I mean this is just there okay so it ties in with the whole blogging okay,190,155,I guess I mean this is just there okay,N,N
1,high_099,client,83,64,I guess I mean this is just there okay so it ties in with the whole blogging okay,191,156,so it ties in with the whole blogging okay,N,N
1,high_099,counsellor,84,65,well when you think about your drinking and sort of looking forward and five years or ten years how do you think that drinking might fit in with your life,192,157,well when you think about your drinking and sort of looking forward and five years or ten years,Q,OQ
1,high_099,counsellor,84,65,well when you think about your drinking and sort of looking forward and five years or ten years how do you think that drinking might fit in with your life,193,158,how do you think that drinking might fit in with your life,Q,OQ
1,high_099,client,85,66,um it probably will have a very small role if any,194,159,um it probably will have a very small role if any,N,N
1,high_099,counsellor,86,67,mm-hmm,195,160,mm-hmm,O,FA
1,high_099,client,87,68,in my life considering I have big plans for my future,196,161,in my life considering I have big plans for my future,N,N
1,high_099,counsellor,88,69,okay can you expand on that a little bit more what do you mean,197,162,okay,O,FA
1,high_099,counsellor,88,69,okay can you expand on that a little bit more what do you mean,198,163,can you expand on that a little bit more,Q,CQ
1,high_099,counsellor,88,69,okay can you expand on that a little bit more what do you mean,199,164,what do you mean,Q,OQ
1,high_099,client,89,70,I mean I don't think I would be you know drinking as much or going to parties as much if I'm studying for school or in college or trying to get it off things like that,200,165,I mean I don't think I would be you know drinking as much,C,AB+
1,high_099,client,89,70,I mean I don't think I would be you know drinking as much or going to parties as much if I'm studying for school or in college or trying to get it off things like that,201,166,or going to parties as much if I'm studying for school or in college,C,AB+
1,high_099,client,89,70,I mean I don't think I would be you know drinking as much or going to parties as much if I'm studying for school or in college or trying to get it off things like that,202,167,or trying to get it off things like that,C,AB+
1,high_099,counsellor,90,71,okay so the alcohol is something that might make it harder to reach your goals,203,168,okay,O,FA
1,high_099,counsellor,90,71,okay so the alcohol is something that might make it harder to reach your goals,204,169,so the alcohol is something that might make it harder to reach your goals,CRL,CR
1,high_099,client,91,72,yeah definitely,205,170,yeah definitely,N,N
1,high_099,counsellor,92,73,so when you're sort of looking ahead how often do you think you might be drinking say when you get to college,206,171,so when you're sort of looking ahead,Q,CQ
1,high_099,counsellor,92,73,so when you're sort of looking ahead how often do you think you might be drinking say when you get to college,207,172,how often do you think you might be drinking,Q,CQ
1,high_099,counsellor,92,73,so when you're sort of looking ahead how often do you think you might be drinking say when you get to college,208,173,say when you get to college,Q,CQ
1,high_099,client,93,74,um maybe less than I am now I mean I don't drink much anyway so maybe like one drink every once in a blue moon,209,174,um maybe less than I am now,C,O+
1,high_099,client,93,74,um maybe less than I am now I mean I don't drink much anyway so maybe like one drink every once in a blue moon,210,175,I mean I don't drink much anyway,S,O-
